Date,Position,Track Name,Artist,Streams,Date,Region,Continent
2017-06-14,2,I'm the One,DJ Khaled,4699421,2017-06-14,global,
2017-06-14,3,2U (feat. Justin Bieber),David Guetta,4419676,2017-06-14,global,
2017-06-14,4,Shape of You,Ed Sheeran,3898999,2017-06-14,global,
2017-06-14,5,HUMBLE.,Kendrick Lamar,3351859,2017-06-14,global,
2017-06-14,6,Attention,Charlie Puth,3332535,2017-06-14,global,
2017-06-14,7,Unforgettable,French Montana,3267716,2017-06-14,global,
2017-06-14,8,Strip That Down,Liam Payne,2942475,2017-06-14,global,
2017-06-14,9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2917179,2017-06-14,global,
2017-06-14,10,There's Nothing Holdin' Me Back,Shawn Mendes,2838990,2017-06-14,global,
2017-06-15,1,Despacito - Remix,Luis Fonsi,6750528,2017-06-15,global,
2017-06-15,2,I'm the One,DJ Khaled,4668466,2017-06-15,global,
2017-06-15,3,2U (feat. Justin Bieber),David Guetta,4325155,2017-06-15,global,
2017-06-15,4,Shape of You,Ed Sheeran,3897491,2017-06-15,global,
2017-06-15,5,HUMBLE.,Kendrick Lamar,3331269,2017-06-15,global,
2017-06-15,6,Attention,Charlie Puth,3300137,2017-06-15,global,
2017-06-15,7,Unforgettable,French Montana,3272495,2017-06-15,global,
2017-06-15,8,Strip That Down,Liam Payne,2932818,2017-06-15,global,
2017-06-15,9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2919253,2017-06-15,global,
2017-06-15,10,There's Nothing Holdin' Me Back,Shawn Mendes,2803023,2017-06-15,global,
2017-06-16,1,Despacito - Remix,Luis Fonsi,7024803,2017-06-16,global,
2017-06-16,2,I'm the One,DJ Khaled,4746940,2017-06-16,global,
2017-06-16,3,2U (feat. Justin Bieber),David Guetta,4373712,2017-06-16,global,
2017-06-16,4,Shape of You,Ed Sheeran,4057728,2017-06-16,global,
2017-06-16,5,HUMBLE.,Kendrick Lamar,3393993,2017-06-16,global,
2017-06-16,6,Unforgettable,French Montana,3345343,2017-06-16,global,
2017-06-16,7,Attention,Charlie Puth,3306979,2017-06-16,global,
2017-06-16,8,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3042012,2017-06-16,global,
2017-06-16,9,Strip That Down,Liam Payne,2976947,2017-06-16,global,
2017-06-16,10,There's Nothing Holdin' Me Back,Shawn Mendes,2832782,2017-06-16,global,
2017-06-17,1,Despacito - Remix,Luis Fonsi,7236224,2017-06-17,global,
2017-06-17,2,I'm the One,DJ Khaled,4749525,2017-06-17,global,
2017-06-17,3,2U (feat. Justin Bieber),David Guetta,4224647,2017-06-17,global,
2017-06-17,4,Shape of You,Ed Sheeran,4065740,2017-06-17,global,
2017-06-17,5,Unforgettable,French Montana,3339528,2017-06-17,global,
2017-06-17,6,Attention,Charlie Puth,3259164,2017-06-17,global,
2017-06-17,7,HUMBLE.,Kendrick Lamar,3258334,2017-06-17,global,
2017-06-17,8,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3072382,2017-06-17,global,
2017-06-17,9,Strip That Down,Liam Payne,2960168,2017-06-17,global,
2017-06-17,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2950861,2017-06-17,global,
2017-06-18,1,Despacito - Remix,Luis Fonsi,6266695,2017-06-18,global,
2017-06-18,2,I'm the One,DJ Khaled,4162949,2017-06-18,global,
2017-06-18,3,2U (feat. Justin Bieber),David Guetta,3714251,2017-06-18,global,
2017-06-18,4,Shape of You,Ed Sheeran,3534076,2017-06-18,global,
2017-06-18,5,Wild Thoughts,DJ Khaled,3033131,2017-06-18,global,
2017-06-18,6,Unforgettable,French Montana,2969145,2017-06-18,global,
2017-06-18,7,Attention,Charlie Puth,2914569,2017-06-18,global,
2017-06-18,8,HUMBLE.,Kendrick Lamar,2851033,2017-06-18,global,
2017-06-18,9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2640354,2017-06-18,global,
2017-06-18,10,Strip That Down,Liam Payne,2603714,2017-06-18,global,
2017-06-19,1,Despacito - Remix,Luis Fonsi,6331128,2017-06-19,global,
2017-06-19,2,I'm the One,DJ Khaled,4384202,2017-06-19,global,
2017-06-19,3,2U (feat. Justin Bieber),David Guetta,4129895,2017-06-19,global,
2017-06-19,4,Wild Thoughts,DJ Khaled,3897565,2017-06-19,global,
2017-06-19,5,Shape of You,Ed Sheeran,3614240,2017-06-19,global,
2017-06-19,6,Unforgettable,French Montana,3242613,2017-06-19,global,
2017-06-19,7,Attention,Charlie Puth,3148654,2017-06-19,global,
2017-06-19,8,HUMBLE.,Kendrick Lamar,3056910,2017-06-19,global,
2017-06-19,9,Strip That Down,Liam Payne,2850456,2017-06-19,global,
2017-06-19,10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2760411,2017-06-19,global,
2017-06-20,1,Despacito - Remix,Luis Fonsi,6469308,2017-06-20,global,
2017-06-20,2,I'm the One,DJ Khaled,4448486,2017-06-20,global,
2017-06-20,3,2U (feat. Justin Bieber),David Guetta,4207291,2017-06-20,global,
2017-06-20,4,Wild Thoughts,DJ Khaled,4122732,2017-06-20,global,
2017-06-20,5,Shape of You,Ed Sheeran,3664382,2017-06-20,global,
2017-06-20,6,Unforgettable,French Montana,3328056,2017-06-20,global,
2017-06-20,7,Attention,Charlie Puth,3200234,2017-06-20,global,
2017-06-20,8,HUMBLE.,Kendrick Lamar,3115606,2017-06-20,global,
2017-06-20,9,Strip That Down,Liam Payne,2914530,2017-06-20,global,
2017-06-20,10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2798771,2017-06-20,global,
2017-06-21,1,Despacito - Remix,Luis Fonsi,6531189,2017-06-21,global,
2017-06-21,2,I'm the One,DJ Khaled,4468361,2017-06-21,global,
2017-06-21,3,Wild Thoughts,DJ Khaled,4248448,2017-06-21,global,
2017-06-21,4,2U (feat. Justin Bieber),David Guetta,4239911,2017-06-21,global,
2017-06-21,5,Shape of You,Ed Sheeran,3663649,2017-06-21,global,
2017-06-21,6,Unforgettable,French Montana,3328505,2017-06-21,global,
2017-06-21,7,Attention,Charlie Puth,3228358,2017-06-21,global,
2017-06-21,8,HUMBLE.,Kendrick Lamar,3059231,2017-06-21,global,
2017-06-21,9,Strip That Down,Liam Payne,2937457,2017-06-21,global,
2017-06-21,10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2811387,2017-06-21,global,
2017-06-22,1,Despacito - Remix,Luis Fonsi,6604782,2017-06-22,global,
2017-06-22,2,I'm the One,DJ Khaled,4435755,2017-06-22,global,
2017-06-22,3,Wild Thoughts,DJ Khaled,4278993,2017-06-22,global,
2017-06-22,4,2U (feat. Justin Bieber),David Guetta,4249318,2017-06-22,global,
2017-06-22,5,Shape of You,Ed Sheeran,3710694,2017-06-22,global,
2017-06-22,6,Unforgettable,French Montana,3341280,2017-06-22,global,
2017-06-22,7,Attention,Charlie Puth,3232299,2017-06-22,global,
2017-06-22,8,Strip That Down,Liam Payne,2957010,2017-06-22,global,
2017-06-22,9,HUMBLE.,Kendrick Lamar,2919996,2017-06-22,global,
2017-06-22,10,There's Nothing Holdin' Me Back,Shawn Mendes,2838835,2017-06-22,global,
2017-06-23,1,Despacito - Remix,Luis Fonsi,6970476,2017-06-23,global,
2017-06-23,2,I'm the One,DJ Khaled,4909171,2017-06-23,global,
2017-06-23,3,Wild Thoughts,DJ Khaled,4837605,2017-06-23,global,
2017-06-23,4,2U (feat. Justin Bieber),David Guetta,4307822,2017-06-23,global,
2017-06-23,5,Shape of You,Ed Sheeran,3898574,2017-06-23,global,
2017-06-23,6,Unforgettable,French Montana,3383107,2017-06-23,global,
2017-06-23,7,Attention,Charlie Puth,3247752,2017-06-23,global,
2017-06-23,8,Thunder,Imagine Dragons,3222673,2017-06-23,global,
2017-06-23,9,Strip That Down,Liam Payne,3007115,2017-06-23,global,
2017-06-23,10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2923503,2017-06-23,global,
2017-06-24,1,Despacito - Remix,Luis Fonsi,6687684,2017-06-24,global,
2017-06-24,2,I'm the One,DJ Khaled,4629107,2017-06-24,global,
2017-06-24,3,Wild Thoughts,DJ Khaled,4502170,2017-06-24,global,
2017-06-24,4,2U (feat. Justin Bieber),David Guetta,3964830,2017-06-24,global,
2017-06-24,5,Shape of You,Ed Sheeran,3720844,2017-06-24,global,
2017-06-24,6,Unforgettable,French Montana,3208465,2017-06-24,global,
2017-06-24,7,Thunder,Imagine Dragons,3039866,2017-06-24,global,
2017-06-24,8,Attention,Charlie Puth,3035440,2017-06-24,global,
2017-06-24,9,Strip That Down,Liam Payne,2873522,2017-06-24,global,
2017-06-24,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2833917,2017-06-24,global,
2017-06-25,1,Despacito - Remix,Luis Fonsi,5726052,2017-06-25,global,
2017-06-25,2,I'm the One,DJ Khaled,4071490,2017-06-25,global,
2017-06-25,3,Wild Thoughts,DJ Khaled,3928763,2017-06-25,global,
2017-06-25,4,2U (feat. Justin Bieber),David Guetta,3435414,2017-06-25,global,
2017-06-25,5,Shape of You,Ed Sheeran,3235343,2017-06-25,global,
2017-06-25,6,Unforgettable,French Montana,2848472,2017-06-25,global,
2017-06-25,7,Attention,Charlie Puth,2661009,2017-06-25,global,
2017-06-25,8,Strip That Down,Liam Payne,2514714,2017-06-25,global,
2017-06-25,9,Thunder,Imagine Dragons,2507175,2017-06-25,global,
2017-06-25,10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2439578,2017-06-25,global,
2017-06-26,1,Despacito - Remix,Luis Fonsi,5966378,2017-06-26,global,
2017-06-26,2,Wild Thoughts,DJ Khaled,4454929,2017-06-26,global,
2017-06-26,3,I'm the One,DJ Khaled,4383715,2017-06-26,global,
2017-06-26,4,2U (feat. Justin Bieber),David Guetta,3880233,2017-06-26,global,
2017-06-26,5,Shape of You,Ed Sheeran,3452529,2017-06-26,global,
2017-06-26,6,Unforgettable,French Montana,3231749,2017-06-26,global,
2017-06-26,7,Thunder,Imagine Dragons,3007403,2017-06-26,global,
2017-06-26,8,Attention,Charlie Puth,2978084,2017-06-26,global,
2017-06-26,9,Strip That Down,Liam Payne,2818177,2017-06-26,global,
2017-06-26,10,There's Nothing Holdin' Me Back,Shawn Mendes,2640904,2017-06-26,global,
2017-06-27,1,Despacito - Remix,Luis Fonsi,5976971,2017-06-27,global,
2017-06-27,2,Wild Thoughts,DJ Khaled,4531567,2017-06-27,global,
2017-06-27,3,I'm the One,DJ Khaled,4361161,2017-06-27,global,
2017-06-27,4,2U (feat. Justin Bieber),David Guetta,3892494,2017-06-27,global,
2017-06-27,5,Shape of You,Ed Sheeran,3481119,2017-06-27,global,
2017-06-27,6,Unforgettable,French Montana,3286685,2017-06-27,global,
2017-06-27,7,Thunder,Imagine Dragons,3046919,2017-06-27,global,
2017-06-27,8,Attention,Charlie Puth,3013863,2017-06-27,global,
2017-06-27,9,Strip That Down,Liam Payne,2814631,2017-06-27,global,
2017-06-27,10,There's Nothing Holdin' Me Back,Shawn Mendes,2687608,2017-06-27,global,
2017-06-28,1,Despacito - Remix,Luis Fonsi,5962451,2017-06-28,global,
2017-06-28,2,Wild Thoughts,DJ Khaled,4529198,2017-06-28,global,
2017-06-28,3,I'm the One,DJ Khaled,4291254,2017-06-28,global,
2017-06-28,4,2U (feat. Justin Bieber),David Guetta,3877615,2017-06-28,global,
2017-06-28,5,Shape of You,Ed Sheeran,3477534,2017-06-28,global,
2017-06-28,6,Unforgettable,French Montana,3303288,2017-06-28,global,
2017-06-28,7,Attention,Charlie Puth,3032415,2017-06-28,global,
2017-06-28,8,Thunder,Imagine Dragons,3017856,2017-06-28,global,
2017-06-28,9,Strip That Down,Liam Payne,2804437,2017-06-28,global,
2017-06-28,10,There's Nothing Holdin' Me Back,Shawn Mendes,2717050,2017-06-28,global,
2017-06-29,1,Despacito - Remix,Luis Fonsi,5945441,2017-06-29,global,
2017-06-29,2,Wild Thoughts,DJ Khaled,4496288,2017-06-29,global,
2017-06-29,3,I'm the One,DJ Khaled,4291359,2017-06-29,global,
2017-06-29,4,2U (feat. Justin Bieber),David Guetta,3849460,2017-06-29,global,
2017-06-29,5,Shape of You,Ed Sheeran,3492692,2017-06-29,global,
2017-06-29,6,Unforgettable,French Montana,3337397,2017-06-29,global,
2017-06-29,7,Attention,Charlie Puth,3043802,2017-06-29,global,
2017-06-29,8,Thunder,Imagine Dragons,3013524,2017-06-29,global,
2017-06-29,9,Strip That Down,Liam Payne,2822102,2017-06-29,global,
2017-06-29,10,There's Nothing Holdin' Me Back,Shawn Mendes,2725277,2017-06-29,global,
2017-06-30,1,Despacito - Remix,Luis Fonsi,6393345,2017-06-30,global,
2017-06-30,2,Wild Thoughts,DJ Khaled,4689878,2017-06-30,global,
2017-06-30,3,I'm the One,DJ Khaled,4470728,2017-06-30,global,
2017-06-30,4,2U (feat. Justin Bieber),David Guetta,4022590,2017-06-30,global,
2017-06-30,5,Shape of You,Ed Sheeran,3712311,2017-06-30,global,
2017-06-30,6,Unforgettable,French Montana,3485374,2017-06-30,global,
2017-06-30,7,Attention,Charlie Puth,3118564,2017-06-30,global,
2017-06-30,8,Thunder,Imagine Dragons,3104329,2017-06-30,global,
2017-06-30,9,Feels,Calvin Harris,2938676,2017-06-30,global,
2017-06-30,10,Strip That Down,Liam Payne,2888437,2017-06-30,global,
2017-07-01,1,Despacito - Remix,Luis Fonsi,6398530,2017-07-01,global,
2017-07-01,2,Wild Thoughts,DJ Khaled,4558126,2017-07-01,global,
2017-07-01,3,I'm the One,DJ Khaled,4344910,2017-07-01,global,
2017-07-01,4,2U (feat. Justin Bieber),David Guetta,3853673,2017-07-01,global,
2017-07-01,5,Shape of You,Ed Sheeran,3646128,2017-07-01,global,
2017-07-01,6,Unforgettable,French Montana,3355468,2017-07-01,global,
2017-07-01,7,Attention,Charlie Puth,3029066,2017-07-01,global,
2017-07-01,8,Thunder,Imagine Dragons,2975615,2017-07-01,global,
2017-07-01,9,Feels,Calvin Harris,2954992,2017-07-01,global,
2017-07-01,10,Strip That Down,Liam Payne,2800694,2017-07-01,global,
2017-07-02,1,Despacito - Remix,Luis Fonsi,5473207,2017-07-02,global,
2017-07-02,2,Wild Thoughts,DJ Khaled,3913841,2017-07-02,global,
2017-07-02,3,I'm the One,DJ Khaled,3784890,2017-07-02,global,
2017-07-02,4,2U (feat. Justin Bieber),David Guetta,3300531,2017-07-02,global,
2017-07-02,5,Shape of You,Ed Sheeran,3148478,2017-07-02,global,
2017-07-02,6,Unforgettable,French Montana,2933571,2017-07-02,global,
2017-07-02,7,Attention,Charlie Puth,2654301,2017-07-02,global,
2017-07-02,8,Thunder,Imagine Dragons,2571255,2017-07-02,global,
2017-07-02,9,Feels,Calvin Harris,2551212,2017-07-02,global,
2017-07-02,10,Strip That Down,Liam Payne,2437201,2017-07-02,global,
2017-07-03,1,Despacito - Remix,Luis Fonsi,5582087,2017-07-03,global,
2017-07-03,2,Wild Thoughts,DJ Khaled,4290955,2017-07-03,global,
2017-07-03,3,I'm the One,DJ Khaled,4073637,2017-07-03,global,
2017-07-03,4,2U (feat. Justin Bieber),David Guetta,3631304,2017-07-03,global,
2017-07-03,5,Shape of You,Ed Sheeran,3332023,2017-07-03,global,
2017-07-03,6,Unforgettable,French Montana,3161454,2017-07-03,global,
2017-07-03,7,Feels,Calvin Harris,2923139,2017-07-03,global,
2017-07-03,8,Attention,Charlie Puth,2914894,2017-07-03,global,
2017-07-03,9,Thunder,Imagine Dragons,2826747,2017-07-03,global,
2017-07-03,10,Strip That Down,Liam Payne,2661513,2017-07-03,global,
2017-07-04,1,Despacito - Remix,Luis Fonsi,5802911,2017-07-04,global,
2017-07-04,2,Wild Thoughts,DJ Khaled,4372338,2017-07-04,global,
2017-07-04,3,I'm the One,DJ Khaled,4161956,2017-07-04,global,
2017-07-04,4,2U (feat. Justin Bieber),David Guetta,3792147,2017-07-04,global,
2017-07-04,5,Shape of You,Ed Sheeran,3475640,2017-07-04,global,
2017-07-04,6,Unforgettable,French Montana,3222492,2017-07-04,global,
2017-07-04,7,Attention,Charlie Puth,3024716,2017-07-04,global,
2017-07-04,8,Feels,Calvin Harris,2989294,2017-07-04,global,
2017-07-04,9,Thunder,Imagine Dragons,2962198,2017-07-04,global,
2017-07-04,10,Strip That Down,Liam Payne,2809767,2017-07-04,global,
2017-07-05,1,Despacito - Remix,Luis Fonsi,5784066,2017-07-05,global,
2017-07-05,2,Wild Thoughts,DJ Khaled,4383811,2017-07-05,global,
2017-07-05,3,I'm the One,DJ Khaled,4140186,2017-07-05,global,
2017-07-05,4,2U (feat. Justin Bieber),David Guetta,3811140,2017-07-05,global,
2017-07-05,5,Shape of You,Ed Sheeran,3447971,2017-07-05,global,
2017-07-05,6,Unforgettable,French Montana,3312422,2017-07-05,global,
2017-07-05,7,Feels,Calvin Harris,3122242,2017-07-05,global,
2017-07-05,8,Attention,Charlie Puth,3096269,2017-07-05,global,
2017-07-05,9,Thunder,Imagine Dragons,2932201,2017-07-05,global,
2017-07-05,10,Strip That Down,Liam Payne,2843498,2017-07-05,global,
2017-07-06,1,Despacito - Remix,Luis Fonsi,5804663,2017-07-06,global,
2017-07-06,2,Wild Thoughts,DJ Khaled,4423550,2017-07-06,global,
2017-07-06,3,I'm the One,DJ Khaled,4108388,2017-07-06,global,
2017-07-06,4,2U (feat. Justin Bieber),David Guetta,3793583,2017-07-06,global,
2017-07-06,5,Shape of You,Ed Sheeran,3434982,2017-07-06,global,
2017-07-06,6,Unforgettable,French Montana,3373764,2017-07-06,global,
2017-07-06,7,Attention,Charlie Puth,3133162,2017-07-06,global,
2017-07-06,8,Feels,Calvin Harris,3132245,2017-07-06,global,
2017-07-06,9,Thunder,Imagine Dragons,2904375,2017-07-06,global,
2017-07-06,10,Strip That Down,Liam Payne,2885433,2017-07-06,global,
2017-07-07,1,Despacito - Remix,Luis Fonsi,6143342,2017-07-07,global,
2017-07-07,2,Wild Thoughts,DJ Khaled,4609348,2017-07-07,global,
2017-07-07,3,I'm the One,DJ Khaled,4205810,2017-07-07,global,
2017-07-07,4,2U (feat. Justin Bieber),David Guetta,3947018,2017-07-07,global,
2017-07-07,5,Shape of You,Ed Sheeran,3585969,2017-07-07,global,
2017-07-07,6,Unforgettable,French Montana,3489051,2017-07-07,global,
2017-07-07,7,Feels,Calvin Harris,3292044,2017-07-07,global,
2017-07-07,8,Attention,Charlie Puth,3202009,2017-07-07,global,
2017-07-07,9,Thunder,Imagine Dragons,2975786,2017-07-07,global,
2017-07-07,10,Strip That Down,Liam Payne,2952203,2017-07-07,global,
2017-07-08,1,Despacito - Remix,Luis Fonsi,6125375,2017-07-08,global,
2017-07-08,2,Wild Thoughts,DJ Khaled,4487272,2017-07-08,global,
2017-07-08,3,I'm the One,DJ Khaled,4091241,2017-07-08,global,
2017-07-08,4,2U (feat. Justin Bieber),David Guetta,3813540,2017-07-08,global,
2017-07-08,5,Shape of You,Ed Sheeran,3544780,2017-07-08,global,
2017-07-08,6,Unforgettable,French Montana,3393549,2017-07-08,global,
2017-07-08,7,Feels,Calvin Harris,3187906,2017-07-08,global,
2017-07-08,8,Attention,Charlie Puth,3108277,2017-07-08,global,
2017-07-08,9,Strip That Down,Liam Payne,2886492,2017-07-08,global,
2017-07-08,10,Thunder,Imagine Dragons,2882251,2017-07-08,global,
2017-07-09,1,Despacito - Remix,Luis Fonsi,5336785,2017-07-09,global,
2017-07-09,2,Wild Thoughts,DJ Khaled,3876148,2017-07-09,global,
2017-07-09,3,I'm the One,DJ Khaled,3593540,2017-07-09,global,
2017-07-09,4,2U (feat. Justin Bieber),David Guetta,3312766,2017-07-09,global,
2017-07-09,5,Shape of You,Ed Sheeran,3098864,2017-07-09,global,
2017-07-09,6,Unforgettable,French Montana,3018979,2017-07-09,global,
2017-07-09,7,Feels,Calvin Harris,2760827,2017-07-09,global,
2017-07-09,8,Attention,Charlie Puth,2748844,2017-07-09,global,
2017-07-09,9,Strip That Down,Liam Payne,2549131,2017-07-09,global,
2017-07-09,10,Thunder,Imagine Dragons,2517033,2017-07-09,global,
2017-07-10,1,Despacito - Remix,Luis Fonsi,5438108,2017-07-10,global,
2017-07-10,2,Wild Thoughts,DJ Khaled,4181446,2017-07-10,global,
2017-07-10,3,I'm the One,DJ Khaled,3801559,2017-07-10,global,
2017-07-10,4,2U (feat. Justin Bieber),David Guetta,3608737,2017-07-10,global,
2017-07-10,5,Shape of You,Ed Sheeran,3275610,2017-07-10,global,
2017-07-10,6,Unforgettable,French Montana,3254389,2017-07-10,global,
2017-07-10,7,Feels,Calvin Harris,3104068,2017-07-10,global,
2017-07-10,8,Attention,Charlie Puth,3023381,2017-07-10,global,
2017-07-10,9,Thunder,Imagine Dragons,2796908,2017-07-10,global,
2017-07-10,10,Mi Gente,J Balvin,2788821,2017-07-10,global,
2017-07-11,1,Despacito - Remix,Luis Fonsi,5452865,2017-07-11,global,
2017-07-11,2,Wild Thoughts,DJ Khaled,4265997,2017-07-11,global,
2017-07-11,3,I'm the One,DJ Khaled,3828339,2017-07-11,global,
2017-07-11,4,2U (feat. Justin Bieber),David Guetta,3688201,2017-07-11,global,
2017-07-11,5,Unforgettable,French Montana,3330729,2017-07-11,global,
2017-07-11,6,Shape of You,Ed Sheeran,3298677,2017-07-11,global,
2017-07-11,7,Feels,Calvin Harris,3132721,2017-07-11,global,
2017-07-11,8,Attention,Charlie Puth,3055265,2017-07-11,global,
2017-07-11,9,Mi Gente,J Balvin,2999031,2017-07-11,global,
2017-07-11,10,Thunder,Imagine Dragons,2829320,2017-07-11,global,
2017-07-12,1,Despacito - Remix,Luis Fonsi,5448579,2017-07-12,global,
2017-07-12,2,Wild Thoughts,DJ Khaled,4274904,2017-07-12,global,
2017-07-12,3,I'm the One,DJ Khaled,3800953,2017-07-12,global,
2017-07-12,4,2U (feat. Justin Bieber),David Guetta,3680867,2017-07-12,global,
2017-07-12,5,Unforgettable,French Montana,3370902,2017-07-12,global,
2017-07-12,6,Shape of You,Ed Sheeran,3305051,2017-07-12,global,
2017-07-12,7,Feels,Calvin Harris,3175348,2017-07-12,global,
2017-07-12,8,Attention,Charlie Puth,3104041,2017-07-12,global,
2017-07-12,9,Mi Gente,J Balvin,3101307,2017-07-12,global,
2017-07-12,10,Thunder,Imagine Dragons,2816821,2017-07-12,global,
2017-07-13,1,Despacito - Remix,Luis Fonsi,5520044,2017-07-13,global,
2017-07-13,2,Wild Thoughts,DJ Khaled,4372201,2017-07-13,global,
2017-07-13,3,I'm the One,DJ Khaled,3842968,2017-07-13,global,
2017-07-13,4,2U (feat. Justin Bieber),David Guetta,3802763,2017-07-13,global,
2017-07-13,5,Unforgettable,French Montana,3447844,2017-07-13,global,
2017-07-13,6,Shape of You,Ed Sheeran,3337841,2017-07-13,global,
2017-07-13,7,Mi Gente,J Balvin,3288650,2017-07-13,global,
2017-07-13,8,Feels,Calvin Harris,3275588,2017-07-13,global,
2017-07-13,9,Attention,Charlie Puth,3190775,2017-07-13,global,
2017-07-13,10,Strip That Down,Liam Payne,2921278,2017-07-13,global,
2017-07-14,1,Despacito - Remix,Luis Fonsi,5807970,2017-07-14,global,
2017-07-14,2,Wild Thoughts,DJ Khaled,4544438,2017-07-14,global,
2017-07-14,3,I'm the One,DJ Khaled,3924954,2017-07-14,global,
2017-07-14,4,2U (feat. Justin Bieber),David Guetta,3862173,2017-07-14,global,
2017-07-14,5,Unforgettable,French Montana,3717603,2017-07-14,global,
2017-07-14,6,Mi Gente,J Balvin,3541510,2017-07-14,global,
2017-07-14,7,Shape of You,Ed Sheeran,3439876,2017-07-14,global,
2017-07-14,8,Feels,Calvin Harris,3402780,2017-07-14,global,
2017-07-14,9,Fetish (feat. Gucci Mane),Selena Gomez,3362664,2017-07-14,global,
2017-07-14,10,Attention,Charlie Puth,3244534,2017-07-14,global,
2017-07-15,1,Despacito - Remix,Luis Fonsi,5823954,2017-07-15,global,
2017-07-15,2,Wild Thoughts,DJ Khaled,4538891,2017-07-15,global,
2017-07-15,3,I'm the One,DJ Khaled,3871452,2017-07-15,global,
2017-07-15,4,2U (feat. Justin Bieber),David Guetta,3763181,2017-07-15,global,
2017-07-15,5,Unforgettable,French Montana,3646306,2017-07-15,global,
2017-07-15,6,Mi Gente,J Balvin,3574675,2017-07-15,global,
2017-07-15,7,Shape of You,Ed Sheeran,3340466,2017-07-15,global,
2017-07-15,8,Feels,Calvin Harris,3290905,2017-07-15,global,
2017-07-15,9,Attention,Charlie Puth,3150657,2017-07-15,global,
2017-07-15,10,Strip That Down,Liam Payne,2903183,2017-07-15,global,
2017-07-16,1,Despacito - Remix,Luis Fonsi,4982981,2017-07-16,global,
2017-07-16,2,Wild Thoughts,DJ Khaled,3871271,2017-07-16,global,
2017-07-16,3,I'm the One,DJ Khaled,3368796,2017-07-16,global,
2017-07-16,4,Unforgettable,French Montana,3273725,2017-07-16,global,
2017-07-16,5,2U (feat. Justin Bieber),David Guetta,3224565,2017-07-16,global,
2017-07-16,6,Mi Gente,J Balvin,3081817,2017-07-16,global,
2017-07-16,7,Shape of You,Ed Sheeran,2892714,2017-07-16,global,
2017-07-16,8,Feels,Calvin Harris,2821215,2017-07-16,global,
2017-07-16,9,Attention,Charlie Puth,2791410,2017-07-16,global,
2017-07-16,10,Strip That Down,Liam Payne,2535544,2017-07-16,global,
2017-07-17,1,Despacito - Remix,Luis Fonsi,5094396,2017-07-17,global,
2017-07-17,2,Wild Thoughts,DJ Khaled,4204279,2017-07-17,global,
2017-07-17,3,Unforgettable,French Montana,3604389,2017-07-17,global,
2017-07-17,4,I'm the One,DJ Khaled,3589787,2017-07-17,global,
2017-07-17,5,2U (feat. Justin Bieber),David Guetta,3549437,2017-07-17,global,
2017-07-17,6,Mi Gente,J Balvin,3407990,2017-07-17,global,
2017-07-17,7,Feels,Calvin Harris,3176911,2017-07-17,global,
2017-07-17,8,Shape of You,Ed Sheeran,3137790,2017-07-17,global,
2017-07-17,9,Attention,Charlie Puth,3090895,2017-07-17,global,
2017-07-17,10,Strip That Down,Liam Payne,2809384,2017-07-17,global,
2017-07-18,1,Despacito - Remix,Luis Fonsi,5078970,2017-07-18,global,
2017-07-18,2,Wild Thoughts,DJ Khaled,4222353,2017-07-18,global,
2017-07-18,3,Unforgettable,French Montana,3724853,2017-07-18,global,
2017-07-18,4,2U (feat. Justin Bieber),David Guetta,3619863,2017-07-18,global,
2017-07-18,5,Mi Gente,J Balvin,3550032,2017-07-18,global,
2017-07-18,6,I'm the One,DJ Khaled,3488712,2017-07-18,global,
2017-07-18,7,Feels,Calvin Harris,3303789,2017-07-18,global,
2017-07-18,8,Shape of You,Ed Sheeran,3168762,2017-07-18,global,
2017-07-18,9,Attention,Charlie Puth,3099741,2017-07-18,global,
2017-07-18,10,Strip That Down,Liam Payne,2882175,2017-07-18,global,
2017-07-19,1,Despacito - Remix,Luis Fonsi,5093683,2017-07-19,global,
2017-07-19,2,Wild Thoughts,DJ Khaled,4145194,2017-07-19,global,
2017-07-19,3,Unforgettable,French Montana,3695358,2017-07-19,global,
2017-07-19,4,Mi Gente,J Balvin,3624815,2017-07-19,global,
2017-07-19,5,2U (feat. Justin Bieber),David Guetta,3581402,2017-07-19,global,
2017-07-19,6,I'm the One,DJ Khaled,3532906,2017-07-19,global,
2017-07-19,7,Feels,Calvin Harris,3264724,2017-07-19,global,
2017-07-19,8,Shape of You,Ed Sheeran,3163360,2017-07-19,global,
2017-07-19,9,Attention,Charlie Puth,3094607,2017-07-19,global,
2017-07-19,10,Strip That Down,Liam Payne,2851940,2017-07-19,global,
